concept_id,concept_name,patient_count
440328,Pneumococcal infectious disease,628
194268,Tuberculous peritonitis,627
4216212,Granulomatous peritonitis,627
438021,Disorder due to and following fracture of upper limb,626
4034097,Symptomatic disorders in pregnancy,626
373101,Injury of ulnar nerve,626
256018,"Tuberculosis of lung, confirmed histologically",625
4002793,Synovitis of hip,625
4001450,Lumbago with sciatica,625
4199407,Transient synovitis of hip,625
438392,Disorder of hyperalimentation,625
4048796,Traumatic cerebral edema,625
4224926,Obstruction of esophagus,625
36685971,Localized swelling of abdominal wall,624
4134337,Fracture of navicular,624
40354893,Pelvic swelling,624
138996,Carcinoma in situ of skin,624
381862,Paralytic strabismus,623
437999,Closed fracture of cuneiform bone of foot,623
442639,Injury of colon without open wound into abdominal cavity,623
4131597,Congenital anomaly of perineum,622
442108,Benign neoplasm of cecum,622
36676316,Congenital abnormality of cardiac ventricle,622
141232,Malignant melanoma of skin,621
44501944,"Infiltrating duct carcinoma, NOS, of central portion of breast",621
437766,Complication of bypass graft,621
378125,Presenile dementia,621
4218017,"Primary degenerative dementia of the Alzheimer type, presenile onset",621
4051956,Vulvovaginal disease,621
136853,Partial thickness burn of trunk,621
254389,Pneumoconiosis caused by inorganic dust,620
4158483,Disorder of brain ventricular shunt,620
4138837,Pericarditis,619
37161558,Traumatic injury of posterior chest wall,619
44499553,"Clear cell adenocarcinoma, NOS, of kidney, NOS",619
40491510,Mass of abdominal cavity structure,618
4054064,Open wound of thumb,618
193238,Acute appendicitis with peritoneal abscess,618
200757,Abscess of peritoneum,618
4270197,Fungal infection of lung,618
4055699,Abrasion of face,617
4309320,Transplanted organ rejection,617
442104,Benign neoplasm of descending colon,617
441979,Open fracture of upper end of tibia,617
73036,Closed fracture of olecranon process of ulna,617
4004777,Duplication of chromosome,616
74080,Orthostatic proteinuria,616
4128528,Asymptomatic proteinuria,616
37164940,Traumatic fracture of mandible,616
4301295,Autosomal chromosomal disorder,616
37203944,Synucleinopathy,616
4216852,Chronic allergic otitis media,616
378265,Open fracture of mandible,616
4181964,Autosomal duplication,616
4148897,Trisomy and partial trisomy of autosome,616
40491865,Traumatic injury of external genitalia,615
441697,Open fracture of radius,615
4335169,Acute transient psychotic disorder,614
4082445,Tenderness,613
4041435,Finding by palpation,613
261116,Acquired deformity of nose,613
374221,Injury of brachial plexus,613
4116817,Tenderness of body structure,613
4115418,Tenderness of body region,613
197981,Abdominal tenderness,613
4118275,Tenderness of truncal structure,613
4143833,Traumatic injury during pregnancy,612
439093,Traumatic lesion during delivery,612
443115,Closed fracture finger proximal phalanx,611
4214520,Intestinal infectious disease caused by Gram-negative bacteria,611
4116229,Mixed follicular and papillary thyroid carcinoma,611
437474,Postoperative infection,611
194684,Crohn's disease of large bowel,611
4335808,Injury of posterior cruciate ligament,611
4176947,Hereditary disorder of the integument,610
4054605,Neoplasm of lip,610
37161350,Mass of lip,610
79061,Slow transit constipation,610
4242205,Benign neoplasm of bone of lower limb,609
374202,Penetrating wound of eye,609
4151109,Partial thickness burn of wrist and hand,609
4162283,Syndactyly,609
136865,Injury of radial nerve,608
4174403,Lichen striatus,607
4034004,Epithelial tumor of ovary,607
43530685,Proliferative retinopathy due to type 2 diabetes mellitus,607
4108646,Abrasion of skin of upper limb,606
4113942,Injury of peritoneum,606
374020,Infective encephalitis,606
4054405,Neoplasm of skin of ear,605
81707,Closed fracture of cuboid bone of foot,605
4222174,Rheumatic disease of mitral valve,603
437097,Congenital anomaly of cartilage,603
318776,Rheumatic mitral regurgitation,603
37167138,Fetal disorder due to premature rupture of membranes,603
4145142,Congenital anomaly of hand,603
317003,Compression of vein,602
4189235,Third cranial nerve weakness,602
4309304,Congenital pectus excavatum,601
141955,Pectus excavatum,601
4136716,Fracture of radial head,601
4160899,Cardiac valve prolapse,600
36674267,Partial thickness burn of head and/or neck,600
134305,Acute lymphoid leukemia,600
4009610,"Closed fracture proximal femur, subtrochanteric",600
4252872,Mitral valve prolapse,600
140357,Neoplasm of uncertain behavior of endocrine gland,599
40384902,Schwannoma,599
4113802,Injury of systemic artery of trunk,598
4175990,Open fracture of bone of knee joint,597
435220,Severe recurrent major depression without psychotic features,597
43531624,Severe recurrent major depression,597
37166065,Autonomic disorder due to metabolic disorder,596
37170016,Hereditary metabolic disease,596
42537706,Autonomic neuropathy due to metabolic disease,596
42537705,Autonomic neuropathy due to endocrine disease,596
4175440,Autonomic neuropathy due to diabetes mellitus,596
4156639,Duodenal perforation,595
443391,Malignant tumor of cecum,595
4129749,Neoplasm of long bone of lower limb,595
432837,Primary malignant neoplasm of cecum,595
4229614,Duodenal ulcer with perforation,595
4116073,Malignant epithelial tumor of ovary,594
4119446,Mixed mineral dust pneumoconiosis,593
4106362,Abrasion of skin of lower limb,593
4217557,Simple obesity,593
42535425,Spontaneous hemorrhage of cerebral hemisphere,592
378352,Conjunctivitis caused by adenovirus,592
4049296,Congenital stenosis of cardiac valve,592
37160836,Adenoviral eye disease,592
4112521,Acute bronchitis caused by rhinovirus,591
4177093,Traumatic injury of immune system,591
435186,Disease caused by Rhinovirus,591
140057,Chronic leukemia,590
4145095,Squamous cell carcinoma of mouth,590
4196992,Dislocation of cervical facet joint,590
4144898,Arthropathy of cervical spine facet joint,590
1244707,Facet joint injury,590
4180129,Arthropathy of spinal facet joint,590
4227653,T-cell AND/OR NK-cell neoplasm,590
4000968,Biceps tendinitis,589
4155036,Laceration of genitalia,588
42539464,Injury of female genital organ due to obstetric procedure,588
444377,Inborn error of metabolism,588
37310188,Open wound of female external genitalia,588
4091200,Genital tear resulting from childbirth,588
45768884,Primary acinar cell carcinoma of lung,587
37165759,Acinar cell carcinoma of lung,587
192759,Late effect of fracture of spine AND/OR trunk without spinal cord lesion,587
4180748,Open fracture of tarsal bone,587
4297304,Closed fracture of distal phalanx of finger,586
36715912,Primary adenocarcinoma of transverse colon,586
4318111,Traumatic amputation of lower extremity,586
4055619,Impacted permanent canine tooth,586
194709,Laceration of female perineum,585
439390,Perineal laceration during delivery,585
4161678,Trauma to perineum during delivery,585
4221555,Sex-linked hereditary disorder,585
4101104,Gastrojejunal ulcer without hemorrhage AND without perforation,585
4028271,X-linked hereditary disease,585
4256777,Squamous cell carcinoma of pharynx,585
4152967,Laceration of perineum,585
4242514,Benign neoplasm of skin of ear,583
374886,Benign neoplasm of ear,583
4175198,Benign tumor of external ear,583
1244485,Chronic respiratory disease originating in perinatal period,583
4030035,Macular retinal cyst,582
138117,Benign neoplasm of spinal cord,582
4113111,Transitional cell carcinoma of urinary bladder,582
4195990,Macular pseudohole,582
4110883,Glial tumor of brain,582
4338894,Macular hole,582
4067872,Adolescent idiopathic scoliosis,582
433618,Open fracture of patella,581
4110480,Pharyngolaryngitis,581
79232,Burn of ankle,581
23798,Acute laryngopharyngitis,581
74250,Burn of foot,581
4107362,Burn of ankle and foot,581
439125,Complete trisomy 21 syndrome,580
4051140,Open wound of anterior abdominal wall,580
4320803,Anomaly of chromosome pair 21,580
434089,Antepartum hemorrhage,580
44784606,Burn of cornea and conjunctival sac,579
133861,Cleft lip,579
3655137,Acute edema,579
379209,Burn of conjunctiva,579
40489849,Burn of conjuctival sac,579
261600,Acute pulmonary edema,579
4053825,Injury of upper respiratory tract,578
4052200,Portal system vein injury,577
37111502,Stenosis of artery,577
4239520,Open wound of external genital organs,577
74855,Genital herpes simplex,576
133646,Injury of digital nerve,576
442553,Injury of urinary bladder,576
312902,Benign intracranial hypertension,576
137944,Bullous dermatosis,576
36715817,Sexually transmissible infection caused by Herpes simplex virus,576
4105343,Non-obstructive hydrocephalus,575
432899,Normal pressure hydrocephalus,575
372547,Viral encephalitis,575
4334734,Penetrating wound of orbit,575
4113008,Laceration of hand,575
4294446,Staphylococcal infection of skin,575
4129885,Neoplasm of common bile duct,574
4019070,"Complete tear, ankle and/or foot ligament",574
198520,Lumbar spondylosis with myelopathy,574
433315,Feeding problems in newborn,574
36715747,Fracture of third lumbar vertebra,574
4317150,Sudden cardiac death,574
4130998,Neoplasm of ampulla of Vater,574
40479422,Injury of medial collateral ligament of knee,573
4166271,Effects of overexposure to electromagnetic radiation,573
36713915,Somatic dysfunction of abdominal region,573
4143235,Burn caused by radiation,573
4335175,Behavioral and emotional disorder with onset in childhood,573
35624743,"Bipolar disorder, most recent episode depression",572
439254,"Bipolar affective disorder, current episode depression",572
45757308,Closed fracture of third lumbar vertebra,572
313989,Chronic lymphadenitis,571
4298713,Infection of external ear,571
4129080,Neoplasm of skin of eyelid,571
4129247,Disorder of hypopharynx,570
133436,Thyrotoxic crisis,570
46269770,Severe persistent allergic asthma,570
377821,Disorder of nervous system due to type 1 diabetes mellitus,569
80205,Condition in fetus originating in the perinatal period,569
4030555,Measles,569
4251065,Disease caused by Morbillivirus,569
443561,Malignant neoplasm of cerebrum,569
4055754,Impacted molars,568
46271811,Child-Pugh score class A,568
4256236,Pneumonia caused by aerobic bacteria,568
4164898,Diverticulosis of large intestine without diverticulitis,568
44783159,Lesion of hypopharynx,568
4129250,Neoplasm of hypopharynx,568
4035606,Deficiency of posterior cruciate ligament,567
4035418,Rupture of posterior cruciate ligament,567
438536,Congenital anomaly of jaw,567
73341,Closed fracture of head of radius,567
4181333,Malignant tumor of major salivary gland,566
201388,Congenital uterine anomaly,566
4050856,Peripheral demyelinating neuropathy,566
4116235,Malignant tumor of salivary gland,566
4327957,Polyradiculopathy,566
4134432,Polyradiculoneuropathy,566
4164770,Guillain-Barr? syndrome,566
37166107,Autoimmune neuritis,566
4023310,Blindness AND/OR vision impairment level,565
1245117,Vasopressin-related polyuria,565
317713,Injury of blood vessels of thorax,564
372424,Congenital anomaly of eye,564
764153,Disorder of right upper extremity,564
4158333,Pustule,564
4115173,Atrial premature complex,563
438576,Open fracture of ulna,563
4273632,Right ventricular failure,563
40484607,Injury of aorta,562
4308851,"Dislocations, sprains and strains involving thorax with lower back and pelvis",562
4100662,Cellulitis of finger,562
4267714,Cellulitis of hand,562
4134940,Injury to blood vessel of neck,561
606879,Congenital microcephaly,561
4262920,Skin ulcer,560
435368,Pectus carinatum,560
42536547,Ischemia of kidney,560
40406662,Congenital pectus carinatum,560
196019,"Tuberculosis of intestines, peritoneum and mesenteric glands",559
434181,Closed fracture of symphysis of body of mandible,559
4129391,Female genital tract infection,559
4120302,Streptococcus pyogenes infection,559
440849,Closed fracture of body of mandible,559
4157025,Serositis,559
4247836,Primary malignant neoplasm of major salivary gland,558
193528,Third degree uterine prolapse,558
45757752,Hereditary nephropathy,558
4178955,Hereditary disorder of the urinary system,558
4340385,Alcoholic fibrosis and sclerosis of liver,557
40483827,Inflammation of pancreas caused by alcohol,557
45757363,Hypoglycemia due to type 2 diabetes mellitus,557
438673,Tuberculosis of bones and/or joints,557
45772094,Human metapneumovirus infection,556
440615,Effect of exposure to external cause,556
4039744,Phonological disorder,556
4066834,Pityriasis lichenoides,556
438252,Spontaneous ecchymosis,555
4118793,Ecchymosis,555
37311320,Extracellular fluid volume depletion,555
198860,Congenital anomaly of lower alimentary tract,555
4225982,Mature T-cell AND/OR NK cell neoplasm,555
4233364,Abnormal umbilical cord,555
201824,Benign neoplasm of urinary bladder,554
764154,Disorder of left upper extremity,554
764204,Acute myelopathy,553
40490827,Open fracture of fibula,553
